ap,city,circle_code_no,ont_serial_no,vendor_name,station_mac,circle,client_with_poor_snr_sample,client_with_poor_snr_sample_2,client_with_poor_snr_sample_5,tot_2g,tot_5g,tot_overall,client_with_high_no_of_sticky_client_2_with_good_coverage,client_with_high_no_of_sticky_client_5_with_poor_coverage,client_with_high_tx_packet_error,client_with_high_client_disconnection,client_with_poor_link_speed_mcs_rate,client_with_poor_link_speed_mcs_rate_2,client_with_poor_link_speed_mcs_rate_5,client_with_poor_coverage,client_with_poor_coverage_2,client_with_poor_coverage_5,client_with_poor_dl_throughput_less_than_threshold,client_with_poor_ul_throughput_less_than_threshold,ap_manufacturer,host_name,type,manufacturer,model,client_with_poor_snr_sample_breach,client_with_poor_snr_sample_2_breach,client_with_poor_snr_sample_5_breach,client_with_high_tx_packet_error_breach,client_with_high_client_disconnection_breach,client_with_poor_link_speed_mcs_rate_breach,client_with_poor_link_speed_mcs_rate_2_breach,client_with_poor_link_speed_mcs_rate_5_breach,client_with_poor_coverage_breach,client_with_poor_coverage_2_breach,client_with_poor_coverage_5_breach,count_of_total_samples_for_client_with_poor_snr_sample,count_of_total_samples_for_client_with_poor_snr_sample_2,count_of_total_samples_for_client_with_poor_snr_sample_5,count_of_total_samples_for_ap_tot_2g,count_of_total_samples_for_ap_tot_5g,count_of_total_samples_for_ap_tot_overall,count_of_total_samples_for_client_with_high_tx_packet_error,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_client_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_client_with_poor_coverage,count_of_total_samples_for_client_with_poor_coverage_2,count_of_total_samples_for_client_with_poor_coverage_5,mac_address,station_count,downtime_hours_used,ap_with_poor_coverage,ap_with_poor_coverage_2,ap_with_poor_coverage_5,ap_with_poor_snr_sample_2,ap_with_poor_snr_sample_5,ap_with_poor_snr_sample,ap_with_poor_dl_throughput_less_than_threshold,ap_with_poor_ul_throughput_less_than_threshold,ap_with_poor_link_speed_mcs_rate,ap_with_poor_link_speed_mcs_rate_2,ap_with_poor_link_speed_mcs_rate_5,ap_with_high_interference,ap_with_high_interference_2,ap_with_high_interference_5,ap_with_high_client_disconnection,ap_with_high_retry_rate,ap_with_high_retry_rate_flag,ap_with_high_tx_packet_error,ap_with_high_tx_packet_error_percent,ap_with_high_tx_packet_error_flag,ap_with_high_rx_packet_error,ap_with_high_rx_packet_error_flag,ap_downtime_per,ap_with_high_internet_down_incident,ap_with_high_cpu_utilisation,ap_with_high_memory_packet_error,ap_with_high_no_of_sticky_client_2_with_good_coverage,ap_with_high_no_of_sticky_client_5_with_poor_coverage,ap_with_poor_tot_on_5g,ap_with_zero_usage,ap_with_high_channel_utilisation_pct,ap_with_high_channel_utilisation_count,total_channels_all,ap_with_high_channel_utilisation_2_pct,ap_with_high_channel_utilisation_2_count,total_channels_2,ap_with_high_channel_congestion_5_pct,ap_with_high_channel_congestion_5_count,total_channels_5,ap_with_poor_coverage_breach,ap_with_poor_coverage_2_breach,ap_with_poor_coverage_5_breach,ap_with_poor_snr_sample_2_breach,ap_with_poor_snr_sample_5_breach,ap_with_poor_snr_sample_breach,ap_with_poor_dl_throughput_less_than_threshold_breach,ap_with_poor_ul_throughput_less_than_threshold_breach,ap_with_poor_link_speed_mcs_rate_breach,ap_with_poor_link_speed_mcs_rate_2_breach,ap_with_poor_link_speed_mcs_rate_5_breach,ap_with_high_interference_breach,ap_with_high_interference_2_breach,ap_with_high_interference_5_breach,ap_with_high_client_disconnection_breach,ap_with_high_retry_rate_breach,ap_with_high_tx_packet_error_breach,ap_with_high_tx_packet_error_percent_breach,ap_with_high_rx_packet_error_breach,ap_downtime_per_breach,ap_with_high_internet_down_incident_breach,ap_with_high_cpu_utilisation_breach,ap_with_high_memory_packet_error_breach,ap_with_high_no_of_sticky_client_2_with_good_coverage_breach,ap_with_high_no_of_sticky_client_5_with_poor_coverage_breach,ap_with_poor_tot_on_5g_breach,ap_with_zero_usage_breach,ap_with_high_channel_utilisation_breach,ap_with_high_channel_utilisation_2_breach,ap_with_high_channel_congestion_5_breach,channelobss,channelobss2_4,channelobss2_4_breach,channelobss5,channelobss5_breach,channelobss_breach,count_of_total_samples_for_ap_with_poor_coverage,count_of_total_samples_for_ap_with_poor_coverage_2,count_of_total_samples_for_ap_with_poor_coverage_5,count_of_total_samples_for_ap_with_poor_snr_sample_2,count_of_total_samples_for_ap_with_poor_snr_sample_5,count_of_total_samples_for_ap_with_poor_snr_sample,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_2,count_of_total_samples_for_ap_with_poor_link_speed_mcs_rate_5,count_of_total_samples_for_ap_with_high_interference,count_of_total_samples_for_ap_with_high_interference_2,count_of_total_samples_for_ap_with_high_interference_5,count_of_total_samples_for_ap_with_high_retry_rate,count_of_total_samples_for_ap_with_high_tx_packet_error,count_of_total_samples_for_ap_with_high_tx_packet_error_percent,count_of_total_samples_for_ap_with_high_rx_packet_error,count_of_total_samples_for_ap_downtime_per,count_of_total_samples_for_ap_with_high_internet_down_incident,count_of_total_samples_for_ap_with_poor_tot_on_5g,count_of_total_samples_for_ap_with_high_channel_utilisation,count_of_total_samples_for_ap_with_high_channel_utilisation_2,count_of_total_samples_for_ap_with_high_channel_congestion_5,count_of_total_samples_for_channelobss,count_of_total_samples_for_channelobss2_4,count_of_total_samples_for_channelobss5
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,009337AD0935,Haryana,0.0,0.0,0.0,0.0,100.0,0.16,False,False,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,1.1,0.39,AOT4221NK,ONEAIRTEL,OTHER,,,False,False,False,False,True,False,False,False,False,,False,19.0,0.0,19.0,32693248.0,32693248.0,20472060928.0,1.0,1.0,,1.0,1.0,0.0,1.0,,,,0.0,,0.0,0.0,0.0,0.0,1.1,0.39,0.0,0.0,0.0,,,,6.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,,False,False,False,False,,,False,False,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,19.0,19.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,D4548B6D09FC,Haryana,,,,0.0,100.0,1.73,,,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,1.76,0.29,AAP321NK,MMT-LPT-10824,OTHER,,,,,,False,False,False,False,False,False,,False,,,,931412679.0,931412679.0,53849115479.0,355.0,355.0,,355.0,355.0,0.0,355.0,,,,0.0,,0.0,,,,1.76,0.29,0.0,0.0,0.0,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,False,,False,,,,,,False,False,False,,,,False,,False,,,,,,,,,,,,,,,,,,,,355.0,0.0,355.0,,,,355.0,,355.0,,,,,355.0,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,DC4BA104E8A6,Haryana,,,,0.0,100.0,0.13,,,0.0,,69.22,0.0,69.22,0.0,,0.0,0.15,0.01,AAP321NK,,,,,,,,False,,True,False,True,False,,False,,,,60678144.0,60678144.0,46686080192.0,887.0,887.0,,887.0,887.0,0.0,887.0,,,,0.0,,0.0,,,,0.15,0.01,69.22,0.0,69.22,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,False,,False,,,,,,True,False,True,,,,,,False,,,,,,,,,,,,,,,,,,,,887.0,0.0,887.0,,,,887.0,,887.0,,,,,887.0,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,E69E02B0FB11,Haryana,0.0,0.0,0.0,0.0,100.0,40.5,False,False,0.0,16.0,0.0,0.0,0.0,0.0,,0.0,2.58,0.06,AOT4221NK,iPhone,PHONE,Apple,iPhone,False,False,False,False,True,False,False,False,False,,False,13604.0,0.0,13604.0,8290236416.0,8290236416.0,20472060928.0,716.0,716.0,,716.0,716.0,0.0,716.0,,,,0.0,,0.0,0.0,0.0,0.0,2.58,0.06,0.0,0.0,0.0,,,,16.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,,False,False,False,False,,,False,False,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,716.0,0.0,716.0,0.0,13604.0,13604.0,716.0,,716.0,,,,,716.0,,,,,,,,,,,
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,F8FE5EBD1479,Haryana,,,,0.0,100.0,0.9,False,False,0.0,2.0,56.83,0.0,56.83,0.0,,0.0,2.2,0.4,AAP321NK,ONEAIRTEL,,,,,,,False,False,False,False,False,False,,False,,,,420118764.0,420118764.0,46686080192.0,681.0,681.0,,681.0,681.0,0.0,681.0,,,,0.0,,0.0,,,,2.2,0.4,56.83,0.0,56.83,,,,2.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,,False,,,,,,False,False,False,,,,False,,False,,,,,,,,,,,,,,,,,,,,681.0,0.0,681.0,,,,681.0,,681.0,,,,,681.0,,,,,,,,,,,
01246472327_dsl,Gurgaon,108.0,NKOTA0000592,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AOT4221NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0C36234FB190,10.0,,0.4,0.0,0.4,0.0,0.4,0.4,4.87,0.39,0.64,21.43,0.4,4.29,10.51,1.03,178.0,8.48,1.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,99.09,20472060928.0,5.26,2.0,38.0,7.69,1.0,13.0,4.0,1.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,,,True,False,False,False,False,False,False,False,False,90.23,100.0,True,80.3,True,True,1249.0,14.0,1235.0,0.0,23465.0,23465.0,1249.0,14.0,1235.0,2516.0,866.0,1650.0,165.0,1249.0,165.0,165.0,,,20472060928.0,38.0,13.0,25.0,133.0,67.0,66.0
012447957675_dsl,Gurgaon,108.0,ZYOT5E069474,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,MTK 0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30BD13CF4F18,9.0,,1.43,0.0,1.43,0.0,1.41,0.0,16.82,0.95,3.23,100.0,3.19,91.21,90.8,91.56,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,99.38,22523651072.0,8.33,2.0,24.0,9.09,1.0,11.0,7.69,1.0,13.0,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,False,False,False,,,,,False,False,False,False,False,False,False,62.63,100.0,True,25.25,False,True,5891.0,2.0,5889.0,0.0,70602.0,175.0,5891.0,2.0,5889.0,2140.0,967.0,1173.0,269.0,5891.0,260.0,269.0,,,22523651072.0,24.0,11.0,13.0,198.0,99.0,99.0
01244081160_dsl,Gurgaon,108.0,NKOT0F01CE6F,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AOT4221NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CC1F432FE41,4.0,,0.0,,0.0,0.0,0.0,0.0,1.17,0.2,0.0,0.0,0.0,8.95,26.26,0.0,133.0,4.12,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,100.0,4531089408.0,7.89,3.0,38.0,23.08,3.0,13.0,0.0,0.0,25.0,False,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,58.33,100.0,True,16.67,False,True,3016.0,0.0,3016.0,0.0,57304.0,57304.0,3016.0,,3016.0,2502.0,853.0,1649.0,170.0,3016.0,170.0,170.0,,,4531089408.0,38.0,13.0,25.0,132.0,66.0,66.0
01244054723_dsl,Gurgaon,108.0,NKOT0F0226EE,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AOT4221NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CC1F46D39D1,13.0,,0.03,0.14,0.02,0.14,0.0,0.14,13.79,11.5,12.08,96.17,0.34,1.02,2.51,0.24,328.0,5.16,1.0,0.28,0.23,0.0,0.0,0.0,,,2.0,0.0,0.0,1.0,99.57,127874562048.0,7.89,3.0,38.0,23.08,3.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,,,True,False,False,False,False,False,False,False,False,84.25,100.0,True,68.51,True,True,5755.0,705.0,5050.0,13395.0,0.0,13395.0,5755.0,705.0,5050.0,6866.0,2347.0,4519.0,446.0,5755.0,437.0,442.0,,,127874562048.0,38.0,13.0,25.0,362.0,181.0,181.0
012444903348_dsl,Gurgaon,108.0,NKOT0F01CE7E,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AAP321NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2CC1F432FF31,15.0,,0.81,12.11,0.13,2.43,0.0,0.0,11.99,4.34,16.88,45.37,15.16,1.29,3.7,0.03,266.0,13.31,1.0,0.23,0.33,0.0,0.0,0.0,,,13.0,0.0,0.0,0.0,86.45,46686080192.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,,,True,False,False,False,False,False,False,False,False,93.44,100.0,True,86.89,True,True,7398.0,421.0,6977.0,7999.0,0.0,5681.0,7398.0,421.0,6977.0,9251.0,3161.0,6090.0,616.0,7398.0,602.0,612.0,,,46686080192.0,38.0,13.0,25.0,488.0,244.0,244.0
012444801137_dsl,Gurgaon,108.0,NKOTDF000165,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AOT4221NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503D7FDFEC00,7.0,,0.04,0.09,0.02,0.05,0.0,0.05,11.12,346.93,37.64,94.7,22.26,2.7,7.09,0.4,143.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,1.0,99.93,53849115479.0,2.63,1.0,38.0,7.69,1.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,82.84,100.0,True,65.69,True,True,5417.0,1150.0,4267.0,21850.0,0.0,21850.0,5417.0,1150.0,4267.0,7709.0,2652.0,5057.0,522.0,5417.0,507.0,521.0,,,53849115479.0,38.0,13.0,25.0,408.0,204.0,204.0
01244203817_dsl,Gurgaon,108.0,ZYOT2E000479,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AAP321NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5807F84FAB41,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.25,99.17,0.0,0.0,0.0,0.0,353.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,0.0,91.47,3036160.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,,,True,False,False,False,False,False,False,False,False,50.0,100.0,True,0.0,False,False,129.0,120.0,9.0,0.0,171.0,171.0,129.0,120.0,9.0,2584.0,884.0,1700.0,174.0,129.0,174.0,174.0,,,3036160.0,38.0,13.0,25.0,136.0,68.0,68.0
01246232448_dsl,Gurgaon,108.0,NKOT2F045EF1,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AAP321NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BC515F6E0433,11.0,,0.08,0.0,0.1,0.62,0.0,9.6,3.14,0.29,1.28,8.94,0.02,7.58,21.58,0.28,157.0,0.81,0.0,0.08,0.21,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,30.34,22140985344.0,10.53,4.0,38.0,30.77,4.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,,,True,False,False,False,True,False,False,False,False,63.38,100.0,True,26.77,False,True,4849.0,682.0,4167.0,12276.0,0.0,792.0,4849.0,682.0,4167.0,7017.0,2405.0,4612.0,492.0,4849.0,475.0,490.0,,,22140985344.0,38.0,13.0,25.0,396.0,198.0,198.0
012436398608_dsl,Gurgaon,108.0,NKOTDF0001E7,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AOT4221NK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5807F84FA491,10.0,,0.35,0.75,0.3,0.0,0.29,0.0,7.29,0.25,11.64,37.26,8.6,1.09,3.22,0.0,137.0,5.12,1.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,67.16,90529682432.0,0.0,0.0,38.0,0.0,0.0,13.0,0.0,0.0,25.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,,,,,False,False,False,False,False,False,False,50.75,100.0,True,1.5,False,True,6321.0,671.0,5650.0,0.0,107350.0,30248.0,6321.0,671.0,5650.0,5031.0,1709.0,3322.0,508.0,6321.0,500.0,508.0,,,90529682432.0,38.0,13.0,25.0,266.0,133.0,133.0
012445159575_dsl,Gurgaon,108.0,ZYOTFD000042,NOKIA,,Haryana,,,,,,,,,,,,,,,,,,,AOT5221ZY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F80DA96AE5C8,4.0,,81.5,,81.5,0.0,81.5,81.5,5.76,0.43,16.91,0.0,16.91,91.3,90.91,91.67,9.0,0.0,0.0,0.19,1.32,0.0,0.0,0.0,,,,,0.0,0.0,100.0,32360089600.0,0.0,0.0,23.0,0.0,0.0,11.0,0.0,0.0,12.0,True,,True,False,True,True,False,True,False,False,False,True,True,True,True,False,False,False,False,,,,,False,False,False,False,False,False,False,50.74,100.0,True,1.47,False,True,2702.0,0.0,2702.0,0.0,51338.0,51338.0,2702.0,,2702.0,1564.0,748.0,816.0,176.0,2702.0,152.0,176.0,,,32360089600.0,23.0,11.0,12.0,136.0,68.0,68.0
080101842220_kk,Bangalore,105.0,ZYOTEF108503,NOKIA,1A22052D73A0,Karnataka,0.0,0.0,0.0,0.08,99.92,30.05,False,False,0.0,20.0,5.56,50.0,0.0,5.56,50.0,0.0,0.53,0.09,AOT5221ZY,,,,,False,False,False,False,True,False,False,False,False,False,False,160.0,0.0,160.0,47993856.0,47993856.0,159696896.0,18.0,18.0,2.0,16.0,18.0,2.0,16.0,,,,5.56,50.0,0.0,0.0,0.0,0.0,0.53,0.09,5.56,50.0,0.0,,,,20.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,False,False,False,False,False,,,False,False,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,18.0,2.0,16.0,0.0,160.0,160.0,18.0,2.0,16.0,,,,,18.0,,,,,,,,,,,
080101842220_kk,Bangalore,105.0,ZYOTEF108503,NOKIA,56B9786E39E1,Karnataka,100.0,0.0,100.0,64.78,35.22,31.61,False,False,0.0,5.0,2.22,2.78,0.0,20.0,0.0,100.0,8.19,1.22,AOT5221ZY,,,,,True,False,True,False,False,False,False,False,False,False,True,90.0,0.0,90.0,50477056.0,50477056.0,159696896.0,45.0,45.0,36.0,9.0,45.0,36.0,9.0,,,,20.0,0.0,100.0,0.0,100.0,100.0,8.19,1.22,2.22,2.78,0.0,,,,5.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,False,True,False,True,True,,,False,False,False,,,,False,,False,,,,,,,,,,,,,,,,,,,,45.0,36.0,9.0,0.0,90.0,90.0,45.0,36.0,9.0,,,,,45.0,,,,,,,,,,,
080101842220_kk,Bangalore,105.0,ZYOTEF108503,NOKIA,96A208813FA5,Karnataka,95.34,0.0,95.34,0.62,99.38,7.66,False,False,0.0,2.0,2.54,3.57,2.47,88.55,0.0,95.34,0.0,0.0,AOT5221ZY,,,,,True,False,True,False,False,False,False,False,True,False,True,3650.0,0.0,3650.0,12232704.0,12232704.0,159696896.0,393.0,393.0,28.0,365.0,393.0,28.0,365.0,,,,88.55,0.0,95.34,0.0,95.34,95.34,0.0,0.0,2.54,3.57,2.47,,,,2.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,True,False,True,False,True,True,,,False,False,False,,,,False,,False,,,,,,,,,,,,,,,,,,,,393.0,28.0,365.0,0.0,3650.0,3650.0,393.0,28.0,365.0,,,,,393.0,,,,,,,,,,,
080101842220_kk,Bangalore,105.0,ZYOTEF108503,NOKIA,8A52F422B52D,Karnataka,18.86,0.0,18.86,0.0,100.0,0.2,False,False,0.0,8.0,0.0,0.0,0.0,11.43,,11.43,2.56,0.08,AOT5221ZY,,,,,False,False,False,False,True,False,False,False,False,,False,175.0,0.0,175.0,316416.0,316416.0,159696896.0,35.0,35.0,,35.0,35.0,0.0,35.0,,,,11.43,,11.43,0.0,18.86,18.86,2.56,0.08,0.0,0.0,0.0,,,,8.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,,False,False,False,False,,,False,False,False,,,,True,,False,,,,,,,,,,,,,,,,,,,,35.0,0.0,35.0,0.0,175.0,175.0,35.0,,35.0,,,,,35.0,,,,,,,,,,,
080101842220_kk,Bangalore,105.0,ZYOTEF108503,NOKIA,926EC2B743A3,Karnataka,0.0,0.0,0.0,0.0,100.0,30.48,False,False,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.01,0.01,AOT5221ZY,,,,,False,False,False,False,False,False,False,False,False,,False,4280.0,0.0,4280.0,48676864.0,48676864.0,159696896.0,428.0,428.0,,428.0,428.0,0.0,428.0,,,,0.0,,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,,,,3.0,,,0.0,,,,,,,,,False,False,,,,,,,,,,,,False,,False,False,False,False,,,False,False,False,,,,False,,False,,,,,,,,,,,,,,,,,,,,428.0,0.0,428.0,0.0,4280.0,4280.0,428.0,,428.0,,,,,428.0,,,,,,,,,,,
080101842220_kk,Bangalore,105.0,ZYOTEF108503,NOKIA,,Karnataka,,,,,,,,,,,,,,,,,,,AOT5221ZY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6C4F89B50E99,5.0,,39.39,1.52,42.32,0.0,43.12,43.12,8.19,1.22,1.31,4.55,1.06,89.65,91.09,88.33,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,79.45,159696896.0,0.0,0.0,23.0,0.0,0.0,11.0,0.0,0.0,12.0,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,,,,,False,False,False,False,False,False,False,72.15,100.0,True,24.14,False,True,919.0,66.0,853.0,0.0,8355.0,8355.0,919.0,66.0,853.0,1150.0,550.0,600.0,108.0,919.0,107.0,108.0,,,159696896.0,23.0,11.0,12.0,79.0,50.0,29.0
